"id","value","timestamp"
"155","517","2024-12-01 20:25:39"
"156","469","2024-12-01 20:25:40"
"157","419","2024-12-01 20:25:40"
"158","555","2024-12-01 20:25:40"
"159","491","2024-12-01 20:25:41"
"160","575","2024-12-01 20:25:41"
"161","529","2024-12-01 20:25:41"
"162","510","2024-12-01 20:25:42"
"163","413","2024-12-01 20:25:42"
"164","480","2024-12-01 20:25:42"
"165","397","2024-12-01 20:25:42"
"166","479","2024-12-01 20:25:43"
"167","529","2024-12-01 20:25:43"
"168","847","2024-12-01 20:25:43"
"169","509","2024-12-01 20:25:44"
"170","496","2024-12-01 20:25:44"
"171","479","2024-12-01 20:25:44"
"172","509","2024-12-01 20:25:45"
"173","485","2024-12-01 20:25:45"
"174","478","2024-12-01 20:25:45"
"175","501","2024-12-01 20:25:45"
"176","496","2024-12-01 20:25:46"
"177","526","2024-12-01 20:25:46"
"178","496","2024-12-01 20:25:46"
"179","489","2024-12-01 20:25:46"
"180","519","2024-12-01 20:25:47"
"181","494","2024-12-01 20:25:47"
"182","479","2024-12-01 20:25:47"
"183","538","2024-12-01 20:25:48"
"184","531","2024-12-01 20:25:48"
"185","480","2024-12-01 20:25:48"
"186","644","2024-12-01 20:25:49"
"187","511","2024-12-01 20:25:49"
"188","522","2024-12-01 20:25:49"
"189","752","2024-12-01 20:25:49"
"190","534","2024-12-01 20:25:50"
"191","530","2024-12-01 20:25:50"
"192","459","2024-12-01 20:25:50"
"193","496","2024-12-01 20:25:51"
"194","521","2024-12-01 20:25:51"
"195","758","2024-12-01 20:25:51"
"196","465","2024-12-01 20:25:51"
"197","495","2024-12-01 20:25:52"
"198","457","2024-12-01 20:25:52"
"199","520","2024-12-01 20:25:52"
"200","552","2024-12-01 20:25:53"
"201","543","2024-12-01 20:25:53"
"202","491","2024-12-01 20:25:53"
"203","527","2024-12-01 20:25:54"
"204","473","2024-12-01 20:25:54"
"205","518","2024-12-01 20:25:54"
"206","471","2024-12-01 20:25:54"
"207","494","2024-12-01 20:25:55"
"208","500","2024-12-01 20:25:55"
"209","481","2024-12-01 20:25:55"
"210","481","2024-12-01 20:25:55"
"211","807","2024-12-01 20:25:56"
"212","521","2024-12-01 20:25:56"
"213","493","2024-12-01 20:25:56"
"214","491","2024-12-01 20:25:57"
"215","513","2024-12-01 20:25:57"
"216","468","2024-12-01 20:25:57"
"217","511","2024-12-01 20:25:58"
"218","818","2024-12-01 20:25:58"
"219","491","2024-12-01 20:25:58"
"220","516","2024-12-01 20:25:59"
"221","469","2024-12-01 20:25:59"
"222","515","2024-12-01 20:25:59"
"223","610","2024-12-01 20:25:59"
"224","505","2024-12-01 20:26:00"
"225","501","2024-12-01 20:26:00"
"226","481","2024-12-01 20:26:00"
"227","499","2024-12-01 20:26:01"
"228","528","2024-12-01 20:26:01"
"229","528","2024-12-01 20:26:01"
"230","457","2024-12-01 20:26:02"
"231","491","2024-12-01 20:26:02"
"232","517","2024-12-01 20:26:02"
"233","463","2024-12-01 20:26:03"
"234","500","2024-12-01 20:26:03"
"235","490","2024-12-01 20:26:03"
"236","477","2024-12-01 20:26:03"
"237","504","2024-12-01 20:26:04"
"238","524","2024-12-01 20:26:04"
"239","484","2024-12-01 20:26:04"
"240","489","2024-12-01 20:26:05"
"241","522","2024-12-01 20:26:05"
"242","472","2024-12-01 20:26:05"
"243","514","2024-12-01 20:26:06"
"244","465","2024-12-01 20:26:06"
"245","469","2024-12-01 20:26:06"
"246","488","2024-12-01 20:26:06"
"247","515","2024-12-01 20:26:07"
"248","544","2024-12-01 20:26:07"
"249","502","2024-12-01 20:26:07"
"250","499","2024-12-01 20:26:08"
"251","540","2024-12-01 20:26:08"
"252","478","2024-12-01 20:26:08"
"253","485","2024-12-01 20:26:09"
"254","472","2024-12-01 20:26:09"
"255","480","2024-12-01 20:26:09"
"256","500","2024-12-01 20:26:09"
"257","483","2024-12-01 20:26:10"
"258","517","2024-12-01 20:26:10"
"259","709","2024-12-01 20:26:10"
"260","482","2024-12-01 20:26:11"
"261","503","2024-12-01 20:26:11"
"262","486","2024-12-01 20:26:11"
"263","486","2024-12-01 20:26:11"
"264","525","2024-12-01 20:26:12"
"265","688","2024-12-01 20:26:12"
"266","498","2024-12-01 20:26:12"
"267","479","2024-12-01 20:26:12"
"268","657","2024-12-01 20:26:13"
"269","477","2024-12-01 20:26:13"
"270","516","2024-12-01 20:26:13"
"271","568","2024-12-01 20:26:14"
"272","497","2024-12-01 20:26:14"
"273","532","2024-12-01 20:26:14"
"274","500","2024-12-01 20:26:15"
"275","513","2024-12-01 20:26:15"
"276","696","2024-12-01 20:26:15"
"277","536","2024-12-01 20:26:16"
"278","510","2024-12-01 20:26:16"
"279","507","2024-12-01 20:26:16"
"280","512","2024-12-01 20:26:16"
"281","524","2024-12-01 20:26:17"
"282","501","2024-12-01 20:26:17"
"283","511","2024-12-01 20:26:17"
"284","542","2024-12-01 20:26:17"
"285","547","2024-12-01 20:26:18"
"286","510","2024-12-01 20:26:18"
"287","496","2024-12-01 20:26:18"
"288","494","2024-12-01 20:26:19"
"289","528","2024-12-01 20:26:19"
"290","478","2024-12-01 20:26:19"
"291","492","2024-12-01 20:26:19"
"292","472","2024-12-01 20:26:20"
"293","503","2024-12-01 20:26:20"
"294","484","2024-12-01 20:26:20"
"295","456","2024-12-01 20:26:21"
"296","476","2024-12-01 20:26:21"
"297","502","2024-12-01 20:26:21"
"298","461","2024-12-01 20:26:22"
"299","496","2024-12-01 20:26:22"
"300","525","2024-12-01 20:26:22"
"301","541","2024-12-01 20:26:22"
"302","484","2024-12-01 20:26:23"
"303","511","2024-12-01 20:26:23"
"304","493","2024-12-01 20:26:23"
"305","522","2024-12-01 20:26:24"
"306","489","2024-12-01 20:26:24"
"307","482","2024-12-01 20:26:24"
"308","505","2024-12-01 20:26:25"
"309","508","2024-12-01 20:26:25"
"310","500","2024-12-01 20:26:25"
"311","531","2024-12-01 20:26:25"
"312","498","2024-12-01 20:26:26"
"313","487","2024-12-01 20:26:26"
"314","521","2024-12-01 20:26:26"
"315","556","2024-12-01 20:26:27"
"316","525","2024-12-01 20:26:27"
"317","499","2024-12-01 20:26:27"
"318","495","2024-12-01 20:26:27"
"319","475","2024-12-01 20:26:28"
"320","558","2024-12-01 20:26:28"
"321","536","2024-12-01 20:26:28"
"322","514","2024-12-01 20:26:29"
"323","481","2024-12-01 20:26:29"
"324","536","2024-12-01 20:26:29"
"325","521","2024-12-01 20:26:29"
"326","492","2024-12-01 20:26:30"
"327","636","2024-12-01 20:26:30"
"328","510","2024-12-01 20:26:30"
"329","749","2024-12-01 20:26:31"
"330","500","2024-12-01 20:26:31"
"331","758","2024-12-01 20:26:31"
"332","497","2024-12-01 20:26:31"
"333","540","2024-12-01 20:26:32"
"334","530","2024-12-01 20:26:32"
"335","398","2024-12-01 20:26:32"
"336","795","2024-12-01 20:26:33"
"337","749","2024-12-01 20:26:33"
"338","741","2024-12-01 20:26:33"
"339","489","2024-12-01 20:26:34"
"340","497","2024-12-01 20:26:34"
"341","496","2024-12-01 20:26:34"
"342","505","2024-12-01 20:26:34"
"343","462","2024-12-01 20:26:35"
"344","547","2024-12-01 20:26:35"
"345","483","2024-12-01 20:26:35"
"346","449","2024-12-01 20:26:36"
"347","561","2024-12-01 20:26:36"
"348","258","2024-12-01 20:26:36"
"349","472","2024-12-01 20:26:37"
"350","478","2024-12-01 20:26:37"
"351","547","2024-12-01 20:26:37"
"352","515","2024-12-01 20:26:37"
"353","578","2024-12-01 20:26:38"
"354","527","2024-12-01 20:26:38"
"355","803","2024-12-01 20:26:38"
"356","519","2024-12-01 20:26:39"
"357","523","2024-12-01 20:26:39"
"358","506","2024-12-01 20:26:39"
"359","502","2024-12-01 20:26:40"
"360","486","2024-12-01 20:26:40"
"361","530","2024-12-01 20:26:40"
"362","565","2024-12-01 20:26:40"
"363","512","2024-12-01 20:26:41"
"364","535","2024-12-01 20:26:41"
"365","488","2024-12-01 20:26:41"
"366","521","2024-12-01 20:26:42"
"367","492","2024-12-01 20:26:42"
"368","562","2024-12-01 20:26:42"
"369","494","2024-12-01 20:26:42"
"370","494","2024-12-01 20:26:43"
"371","507","2024-12-01 20:26:43"
"372","548","2024-12-01 20:26:43"
"373","532","2024-12-01 20:26:44"
"374","543","2024-12-01 20:26:44"
"375","484","2024-12-01 20:26:44"
"376","529","2024-12-01 20:26:44"
"377","483","2024-12-01 20:26:45"
"378","482","2024-12-01 20:26:45"
"379","490","2024-12-01 20:26:45"
"380","496","2024-12-01 20:26:45"
"381","492","2024-12-01 20:26:46"
"382","484","2024-12-01 20:26:46"
"383","475","2024-12-01 20:26:46"
"384","484","2024-12-01 20:26:48"
"385","537","2024-12-01 20:26:54"
"389","491","2024-12-01 20:27:01"
"390","525","2024-12-01 20:27:01"
"391","504","2024-12-01 20:27:02"
"392","478","2024-12-01 20:27:02"
"393","508","2024-12-01 20:27:02"
"394","475","2024-12-01 20:27:03"
"395","486","2024-12-01 20:27:03"
"396","493","2024-12-01 20:27:03"
"397","463","2024-12-01 20:27:04"
"398","507","2024-12-01 20:27:04"
"399","614","2024-12-01 20:27:04"
"400","570","2024-12-01 20:27:05"
"401","512","2024-12-01 20:27:05"
"402","482","2024-12-01 20:27:05"
"403","520","2024-12-01 20:27:05"
"404","513","2024-12-01 20:27:06"
"405","506","2024-12-01 20:27:06"
"406","503","2024-12-01 20:27:06"
"407","495","2024-12-01 20:27:06"
"408","468","2024-12-01 20:27:07"
"409","505","2024-12-01 20:27:07"
"410","546","2024-12-01 20:27:07"
"411","557","2024-12-01 20:27:08"
"412","494","2024-12-01 20:27:08"
"413","473","2024-12-01 20:27:08"
"414","478","2024-12-01 20:27:09"
"415","492","2024-12-01 20:27:09"
"416","497","2024-12-01 20:27:09"
"417","490","2024-12-01 20:27:10"
"418","486","2024-12-01 20:27:10"
"419","522","2024-12-01 20:27:10"
"420","529","2024-12-01 20:27:10"
"421","506","2024-12-01 20:27:11"
"422","476","2024-12-01 20:27:11"
"423","514","2024-12-01 20:27:11"
"424","536","2024-12-01 20:27:12"
"425","516","2024-12-01 20:27:12"
"426","462","2024-12-01 20:27:12"
"427","518","2024-12-01 20:27:12"
"428","501","2024-12-01 20:27:13"
"429","495","2024-12-01 20:27:13"
"430","494","2024-12-01 20:27:14"
"431","746","2024-12-01 20:27:14"
"432","511","2024-12-01 20:27:14"
"433","499","2024-12-01 20:27:14"
"434","507","2024-12-01 20:27:15"
"435","496","2024-12-01 20:27:15"
"436","528","2024-12-01 20:27:15"
"437","527","2024-12-01 20:27:15"
"438","497","2024-12-01 20:27:16"
"439","500","2024-12-01 20:27:16"
"440","697","2024-12-01 20:27:16"
"441","479","2024-12-01 20:27:17"
"442","500","2024-12-01 20:27:17"
"443","479","2024-12-01 20:27:17"
"444","481","2024-12-01 20:27:18"
"445","692","2024-12-01 20:27:18"
"446","513","2024-12-01 20:27:18"
"447","513","2024-12-01 20:27:19"
"448","507","2024-12-01 20:27:19"
"449","561","2024-12-01 20:27:19"
"450","483","2024-12-01 20:27:19"
"451","523","2024-12-01 20:27:20"
"452","496","2024-12-01 20:27:20"
"453","523","2024-12-01 20:27:20"
"454","500","2024-12-01 20:27:21"
"455","495","2024-12-01 20:27:21"
"456","534","2024-12-01 20:27:21"
"457","499","2024-12-01 20:27:22"
"458","492","2024-12-01 20:27:22"
"459","519","2024-12-01 20:27:22"
"460","474","2024-12-01 20:27:23"
"461","508","2024-12-01 20:27:23"
"462","519","2024-12-01 20:27:23"
"463","521","2024-12-01 20:27:24"
"464","595","2024-12-01 20:27:24"
"465","543","2024-12-01 20:27:24"
"466","503","2024-12-01 20:27:24"
"467","872","2024-12-01 20:27:25"
"468","526","2024-12-01 20:27:25"
"469","494","2024-12-01 20:27:25"
"470","464","2024-12-01 20:27:25"
"471","521","2024-12-01 20:27:26"
"472","496","2024-12-01 20:27:26"
"473","453","2024-12-01 20:27:26"
"474","503","2024-12-01 20:27:27"
"475","509","2024-12-01 20:27:27"
"476","507","2024-12-01 20:27:27"
"477","515","2024-12-01 20:27:28"
"478","474","2024-12-01 20:27:28"
"479","511","2024-12-01 20:27:28"
"480","714","2024-12-01 20:27:29"
"481","502","2024-12-01 20:27:29"
"482","518","2024-12-01 20:27:29"
"483","669","2024-12-01 20:27:29"
"484","529","2024-12-01 20:27:30"
"485","513","2024-12-01 20:27:30"
"486","486","2024-12-01 20:27:30"
"487","505","2024-12-01 20:27:31"
"488","543","2024-12-01 20:27:31"
"489","522","2024-12-01 20:27:31"
"490","501","2024-12-01 20:27:32"
"491","495","2024-12-01 20:27:32"
"492","493","2024-12-01 20:27:32"
"493","512","2024-12-01 20:27:32"
"494","761","2024-12-01 20:27:33"
"495","477","2024-12-01 20:27:33"
"496","523","2024-12-01 20:27:33"
"497","468","2024-12-01 20:27:34"
"498","478","2024-12-01 20:27:34"
"499","530","2024-12-01 20:27:34"
"500","466","2024-12-01 20:27:34"
"501","488","2024-12-01 20:27:35"
"502","539","2024-12-01 20:27:35"
"503","484","2024-12-01 20:27:35"
"504","501","2024-12-01 20:27:36"
"505","595","2024-12-01 20:27:36"
"506","482","2024-12-01 20:27:36"
"507","515","2024-12-01 20:27:37"
"508","491","2024-12-01 20:27:37"
"509","489","2024-12-01 20:27:37"
"510","505","2024-12-01 20:27:38"
"511","514","2024-12-01 20:27:38"
"512","516","2024-12-01 20:27:38"
"513","489","2024-12-01 20:27:39"
"514","512","2024-12-01 20:27:39"
"515","598","2024-12-01 20:27:39"
"516","489","2024-12-01 20:27:40"
"517","520","2024-12-01 20:27:40"
"518","603","2024-12-01 20:27:40"
"519","532","2024-12-01 20:27:40"
"520","499","2024-12-01 20:27:41"
"521","468","2024-12-01 20:27:41"
"522","485","2024-12-01 20:27:41"
"523","515","2024-12-01 20:27:42"
"524","466","2024-12-01 20:27:42"
"525","510","2024-12-01 20:27:42"
"526","773","2024-12-01 20:27:42"
"527","507","2024-12-01 20:27:43"
"528","524","2024-12-01 20:27:43"
"529","457","2024-12-01 20:27:43"
"530","527","2024-12-01 20:27:44"
"531","490","2024-12-01 20:27:44"
"532","602","2024-12-01 20:27:44"
"533","496","2024-12-01 20:27:44"
"534","502","2024-12-01 20:27:45"
"535","496","2024-12-01 20:27:45"
"536","496","2024-12-01 20:27:45"
"537","501","2024-12-01 20:27:45"
"538","468","2024-12-01 20:27:46"
"539","541","2024-12-01 20:27:46"
"540","513","2024-12-01 20:27:46"
"541","590","2024-12-01 20:27:47"
"542","484","2024-12-01 20:27:47"
"543","484","2024-12-01 20:27:47"
"544","490","2024-12-01 20:27:47"
"545","518","2024-12-01 20:27:48"
"546","554","2024-12-01 20:27:48"
"547","471","2024-12-01 20:27:48"
"548","690","2024-12-01 20:27:49"
"549","658","2024-12-01 20:27:49"
"550","453","2024-12-01 20:27:49"
"551","462","2024-12-01 20:27:49"
"552","709","2024-12-01 20:27:50"
"553","546","2024-12-01 20:27:50"
"554","464","2024-12-01 20:27:50"
"555","535","2024-12-01 20:27:50"
"556","521","2024-12-01 20:27:51"
"557","495","2024-12-01 20:27:51"
"558","584","2024-12-01 20:27:51"
"559","531","2024-12-01 20:27:51"
"560","507","2024-12-01 20:27:52"
"561","531","2024-12-01 20:27:52"
"562","469","2024-12-01 20:27:52"
"563","588","2024-12-01 20:27:52"
"564","451","2024-12-01 20:27:53"
"565","542","2024-12-01 20:27:53"
"566","470","2024-12-01 20:27:53"
"567","568","2024-12-01 20:27:54"
"568","475","2024-12-01 20:27:54"
"569","679","2024-12-01 20:27:54"
"570","496","2024-12-01 20:27:54"
"571","547","2024-12-01 20:27:55"
"572","445","2024-12-01 20:27:55"
"573","480","2024-12-01 20:27:55"
"574","740","2024-12-01 20:27:56"
"575","493","2024-12-01 20:27:56"
"576","451","2024-12-01 20:27:56"
"577","491","2024-12-01 20:27:57"
"578","550","2024-12-01 20:27:57"
"579","465","2024-12-01 20:27:57"
"580","533","2024-12-01 20:27:58"
"581","499","2024-12-01 20:27:58"
"582","509","2024-12-01 20:27:58"
"583","454","2024-12-01 20:27:59"
"584","482","2024-12-01 20:27:59"
"585","473","2024-12-01 20:27:59"
"586","460","2024-12-01 20:27:59"
"587","481","2024-12-01 20:28:00"
"588","541","2024-12-01 20:28:00"
"589","569","2024-12-01 20:28:00"
"590","521","2024-12-01 20:28:01"
"591","542","2024-12-01 20:28:01"
"592","547","2024-12-01 20:28:01"
"593","532","2024-12-01 20:28:02"
"594","493","2024-12-01 20:28:02"
"595","511","2024-12-01 20:28:02"
"596","481","2024-12-01 20:28:02"
"597","364","2024-12-01 20:28:03"
"598","497","2024-12-01 20:28:03"
"599","220","2024-12-01 20:28:03"
"600","222","2024-12-01 20:28:03"
"601","742","2024-12-01 20:28:04"
"602","672","2024-12-01 20:28:04"
"603","664","2024-12-01 20:28:04"
"604","737","2024-12-01 20:28:05"
"605","562","2024-12-01 20:28:05"
"606","460","2024-12-01 20:28:05"
"607","543","2024-12-01 20:28:06"
"608","428","2024-12-01 20:28:06"
"609","453","2024-12-01 20:28:06"
"610","480","2024-12-01 20:28:06"
"611","480","2024-12-01 20:28:07"
"612","530","2024-12-01 20:28:07"
"613","502","2024-12-01 20:28:07"
"614","488","2024-12-01 20:28:07"
"615","483","2024-12-01 20:28:08"
"616","514","2024-12-01 20:28:08"
"617","499","2024-12-01 20:28:08"
"618","523","2024-12-01 20:28:08"
"619","502","2024-12-01 20:28:09"
"620","395","2024-12-01 20:28:09"
"621","440","2024-12-01 20:28:09"
"622","300","2024-12-01 20:28:10"
"623","446","2024-12-01 20:28:10"
"624","559","2024-12-01 20:28:10"
"625","517","2024-12-01 20:28:10"
"626","448","2024-12-01 20:28:11"
"627","508","2024-12-01 20:28:11"
"628","567","2024-12-01 20:28:11"
"629","525","2024-12-01 20:28:12"
"630","641","2024-12-01 20:28:12"
"631","496","2024-12-01 20:28:12"
"632","490","2024-12-01 20:28:12"
"633","523","2024-12-01 20:28:13"
"634","498","2024-12-01 20:28:13"
"635","543","2024-12-01 20:28:13"
"636","472","2024-12-01 20:28:13"
"637","510","2024-12-01 20:28:14"
"638","490","2024-12-01 20:28:14"
"639","402","2024-12-01 20:28:14"
"640","477","2024-12-01 20:28:14"
"641","561","2024-12-01 20:28:15"
"642","375","2024-12-01 20:28:15"
"643","384","2024-12-01 20:28:15"
"644","492","2024-12-01 20:28:16"
"645","512","2024-12-01 20:28:16"
"646","518","2024-12-01 20:28:16"
"647","497","2024-12-01 20:28:16"
"648","478","2024-12-01 20:28:17"
"649","519","2024-12-01 20:28:17"
"650","591","2024-12-01 20:28:17"
"651","551","2024-12-01 20:28:18"
"652","520","2024-12-01 20:28:18"
"653","466","2024-12-01 20:28:18"
"654","397","2024-12-01 20:28:19"
"655","641","2024-12-01 20:28:19"
"656","529","2024-12-01 20:28:19"
"657","459","2024-12-01 20:28:19"
"658","801","2024-12-01 20:28:20"
"659","479","2024-12-01 20:28:20"
"660","488","2024-12-01 20:28:20"
"661","523","2024-12-01 20:28:21"
"662","523","2024-12-01 20:28:21"
"663","482","2024-12-01 20:28:21"
"664","504","2024-12-01 20:28:22"
"665","532","2024-12-01 20:28:22"
"666","467","2024-12-01 20:28:22"
"667","502","2024-12-01 20:28:22"
"668","522","2024-12-01 20:28:23"
"669","517","2024-12-01 20:28:23"
"670","516","2024-12-01 20:28:23"
"671","505","2024-12-01 20:28:24"
"672","524","2024-12-01 20:28:24"
"673","502","2024-12-01 20:28:24"
"674","483","2024-12-01 20:28:24"
"675","501","2024-12-01 20:28:25"
"676","504","2024-12-01 20:28:25"
"677","819","2024-12-01 20:28:25"
"678","474","2024-12-01 20:28:25"
"679","500","2024-12-01 20:28:26"
"680","453","2024-12-01 20:28:26"
"681","494","2024-12-01 20:28:26"
"682","508","2024-12-01 20:28:27"
"683","521","2024-12-01 20:28:27"
"684","504","2024-12-01 20:28:27"
"685","511","2024-12-01 20:28:27"
"686","499","2024-12-01 20:28:28"
"687","514","2024-12-01 20:28:28"
"688","484","2024-12-01 20:28:28"
"689","495","2024-12-01 20:28:29"
"690","485","2024-12-01 20:28:29"
"691","500","2024-12-01 20:28:29"
"692","521","2024-12-01 20:28:30"
"693","458","2024-12-01 20:28:30"
"694","509","2024-12-01 20:28:30"
"695","484","2024-12-01 20:28:30"
"696","495","2024-12-01 20:28:31"
"697","487","2024-12-01 20:28:31"
"698","496","2024-12-01 20:28:31"
"699","536","2024-12-01 20:28:31"
"700","504","2024-12-01 20:28:32"
"701","827","2024-12-01 20:28:32"
"702","501","2024-12-01 20:28:32"
"703","508","2024-12-01 20:28:33"
"704","468","2024-12-01 20:28:33"
"705","487","2024-12-01 20:28:33"
"706","530","2024-12-01 20:28:33"
"707","492","2024-12-01 20:28:34"
"708","481","2024-12-01 20:28:34"
"709","501","2024-12-01 20:28:34"
"710","502","2024-12-01 20:28:35"
"711","524","2024-12-01 20:28:35"
"712","501","2024-12-01 20:28:35"
"713","499","2024-12-01 20:28:35"
"714","501","2024-12-01 20:28:36"
"715","534","2024-12-01 20:28:36"
"716","503","2024-12-01 20:28:36"
"717","488","2024-12-01 20:28:37"
"718","502","2024-12-01 20:28:37"
"719","503","2024-12-01 20:28:37"
"720","504","2024-12-01 20:28:38"
"721","529","2024-12-01 20:28:38"
"722","496","2024-12-01 20:28:38"
"723","495","2024-12-01 20:28:38"
"724","549","2024-12-01 20:28:39"
"725","488","2024-12-01 20:28:39"
"726","519","2024-12-01 20:28:39"
"727","487","2024-12-01 20:28:40"
"728","511","2024-12-01 20:28:40"
"729","451","2024-12-01 20:28:40"
"730","495","2024-12-01 20:28:40"
"731","527","2024-12-01 20:28:41"
"732","544","2024-12-01 20:28:41"
"733","554","2024-12-01 20:28:41"
"734","494","2024-12-01 20:28:42"
"735","512","2024-12-01 20:28:42"
"736","598","2024-12-01 20:28:42"
"737","491","2024-12-01 20:28:42"
"738","507","2024-12-01 20:28:43"
